oshpd_id,facility_name,county_name,control_type,er_service_level,datayear,source,disposition,count
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Died,23
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Home Health Service,3
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Care,13
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Unknown,5
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Psychiatric Care,1101
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Residential Care Facility,56
106010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Children's or Cancer Center,0
106010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Critical Access Hospital,0
106010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Not Defined Elsewhere,0
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Acute Care,946
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Against Medical Advice,330
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Died,102
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Home Health Service,6
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Hospice Care,5
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Care,2
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Unknown,22
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Prison/Jail,251
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Psychiatric Care,606
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Routine (home),25030
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Acute Care,276
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Against Medical Advice,94
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Died,237
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Home Health Service,714
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Other Care,196
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Other Unknown,33
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Residential Care Facility,166
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Routine (home),3387
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,SN/IC Care,1172
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Prison/Jail,27
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Hospice Care,0
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Psychiatric Care,0
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Children's or Cancer Center,0
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Critical Access Hospital,0
106010805,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Not Defined Elsewhere,0
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Acute Care,1794
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Against Medical Advice,344
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Died,134
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Home Health Service,1
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Other Care,9
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Other Unknown,125
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Prison/Jail,520
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Residential Care Facility,4
106121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Died,32
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,Routine (home),66034
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Visit,SN/IC Care,242
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Acute Care,255
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Against Medical Advice,131
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Died,192
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Home Health Service,99
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Other Care,357
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Other Unknown,4
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Residential Care Facility,143
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Routine (home),6174
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,SN/IC Care,483
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Prison/Jail,99
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Hospice Care,0
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Psychiatric Care,0
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Children's or Cancer Center,0
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Critical Access Hospital,0
106010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,Emergency - Basic,2010,ED Admit,Not Defined Elsewhere,0
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Acute Care,344
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Against Medical Advice,929
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Died,57
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Home Health Service,30
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Hospice Care,52
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Care,36
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Unknown,143
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Prison/Jail,18
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Psychiatric Care,534
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Residential Care Facility,12
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Routine (home),66081
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,SN/IC Care,140
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Critical Access Hospital,16
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Not Defined Elsewhere,327
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Acute Care,385
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Against Medical Advice,78
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Died,344
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Home Health Service,814
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Other Care,101
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Other Unknown,8
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Residential Care Facility,119
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Routine (home),6122
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,SN/IC Care,1177
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Prison/Jail,1
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Hospice Care,0
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Psychiatric Care,0
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Children's or Cancer Center,0
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Critical Access Hospital,0
106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Not Defined Elsewhere,0
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Acute Care,413
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Against Medical Advice,612
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Died,75
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Home Health Service,106
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Hospice Care,75
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Care,62
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Unknown,72
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Prison/Jail,15
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Psychiatric Care,640
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Residential Care Facility,112
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Routine (home),62444
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,SN/IC Care,366
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Children's or Cancer Center,2
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Critical Access Hospital,50
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Not Defined Elsewhere,148
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Acute Care,540
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Against Medical Advice,98
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Died,316
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Home Health Service,1250
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Other Care,58
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Other Unknown,6
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Residential Care Facility,166
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Routine (home),5154
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,SN/IC Care,1348
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Prison/Jail,3
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Hospice Care,0
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Psychiatric Care,0
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Children's or Cancer Center,0
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Critical Access Hospital,0
106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Admit,Not Defined Elsewhere,0
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Acute Care,318
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Against Medical Advice,238
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Died,74
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Home Health Service,2
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Care,6
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Other Unknown,1
106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,Emergency - Basic,2010,ED Visit,Psychiatric Care,813
